8-hour-bayer-650mg-tablet-extended-release|8-Hour Bayer 650mg Tablet, Extended Release|Aspirin|8-Hour Bayer|Tablet, Extended Release|650mg
dexamethasone-sodium-phosphate-eq-4mg-phosphate-ml-injectable|Dexamethasone Sodium Phosphate EQ 4mg PHOSPHATE/mL Injectable|Dexamethasone Sodium Phosphate||Injectable|EQ 4mg PHOSPHATE/mL
dexamethasone-sodium-phosphate-preservative-free-eq-10mg-phosphate-ml-injectable|Dexamethasone Sodium Phosphate Preservative Free EQ 10mg PHOSPHATE/mL Injectable|Dexamethasone Sodium Phosphate|Dexamethasone Sodium Phosphate Preservative Free|Injectable|EQ 10mg PHOSPHATE/mL
dexampex-10mg-tablet|Dexampex 10mg Tablet|Dextroamphetamine Sulfate|Dexampex|Tablet|10mg
dexampex-15mg-capsule|Dexampex 15mg Capsule|Dextroamphetamine Sulfate|Dexampex|Capsule|15mg
dexampex-5mg-tablet|Dexampex 5mg Tablet|Dextroamphetamine Sulfate|Dexampex|Tablet|5mg
dexasporin-0-1-eq-3-5mg-base-gm-10-000-units-gm-ointment|Dexasporin 0.1% / EQ 3.5mg BASE/GM / 10,000 UNITS/GM Ointment|Dexamethasone / Neomycin Sulfate / Polymyxin B Sulfate|Dexasporin|Ointment|0.1% / EQ 3.5mg BASE/GM / 10,000 UNITS/GM
dexasporin-0-1-eq-3-5mg-base-ml-10-000-units-ml-suspension-drops|Dexasporin 0.1% / EQ 3.5mg BASE/mL / 10,000 UNITS/mL Suspension/Drops|Dexamethasone / Neomycin Sulfate / Polymyxin B Sulfate|Dexasporin|Suspension/Drops|0.1% / EQ 3.5mg BASE/mL / 10,000 UNITS/mL
dexbrompheniramine-maleate-and-pseudoephedrine-sulfate-6mg-120mg-tablet-extended|Dexbrompheniramine Maleate and Pseudoephedrine Sulfate 6mg / 120mg Tablet, Extended Release|Dexbrompheniramine Maleate / Pseudoephedrine Sulfate|Dexbrompheniramine Maleate and Pseudoephedrine Sulfate|Tablet, Extended Release|6mg / 120mg
dexchlorpheniramine-maleate-2mg-tablet|Dexchlorpheniramine Maleate 2mg Tablet|Dexchlorpheniramine Maleate||Tablet|2mg
dexchlorpheniramine-maleate-2mg-5ml-federal-register-determination-that-product-|Dexchlorpheniramine Maleate 2mg/5mL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Syrup|Dexchlorpheniramine Maleate||Syrup|2mg/5mL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
dexedrine-5mg-federal-register-determination-that-product-was-not-discontinued-o|Dexedrine 5mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet|Dextroamphetamine Sulfate|Dexedrine|Tablet|5mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
dexedrine-5mg-5ml-federal-register-determination-that-product-was-not-discontinu|Dexedrine 5mg/5mL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Elixir|Dextroamphetamine Sulfate|Dexedrine|Elixir|5mg/5mL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
dexedrine-spansule-10mg-capsule-extended-release|Dexedrine Spansule 10mg Capsule, Extended Release|Dextroamphetamine Sulfate|Dexedrine Spansule|Capsule, Extended Release|10mg
dexedrine-spansule-15mg-capsule-extended-release|Dexedrine Spansule 15mg Capsule, Extended Release|Dextroamphetamine Sulfate|Dexedrine Spansule|Capsule, Extended Release|15mg
dexedrine-spansule-5mg-capsule-extended-release|Dexedrine Spansule 5mg Capsule, Extended Release|Dextroamphetamine Sulfate|Dexedrine Spansule|Capsule, Extended Release|5mg
dexferrum-eq-50mg-iron-ml-injectable|Dexferrum EQ 50mg IRON/mL Injectable|Iron Dextran|Dexferrum|Injectable|EQ 50mg IRON/mL
dexilant-30mg-capsule-delayed-release|Dexilant 30mg Capsule, Delayed Release|Dexlansoprazole|Dexilant|Capsule, Delayed Release|30mg
dexilant-60mg-capsule-delayed-release|Dexilant 60mg Capsule, Delayed Release|Dexlansoprazole|Dexilant|Capsule, Delayed Release|60mg
dexilant-solutab-30mg-tablet-orally-disintegrating-delayed-release|Dexilant Solutab 30mg Tablet, Orally Disintegrating, Delayed Release|Dexlansoprazole|Dexilant Solutab|Tablet, Orally Disintegrating, Delayed Release|30mg
dexlansoprazole-30mg-capsule-delayed-release|Dexlansoprazole 30mg Capsule, Delayed Release|Dexlansoprazole||Capsule, Delayed Release|30mg
dexlansoprazole-60mg-capsule-delayed-release|Dexlansoprazole 60mg Capsule, Delayed Release|Dexlansoprazole||Capsule, Delayed Release|60mg
dexmedetomidine-hydrochloride-eq-1mg-base-10ml-eq-100mcg-base-ml-solution|Dexmedetomidine Hydrochloride EQ 1mg BASE/10mL (EQ 100MCG BASE/mL) Solution|Dexmedetomidine Hydrochloride||Solution|EQ 1mg BASE/10mL (EQ 100MCG BASE/mL)
dexmedetomidine-hydrochloride-eq-1mg-base-250ml-eq-4mcg-base-ml-injectable|Dexmedetomidine Hydrochloride EQ 1mg BASE/250mL (EQ 4MCG BASE/mL) Injectable|Dexmedetomidine Hydrochloride||Injectable|EQ 1mg BASE/250mL (EQ 4MCG BASE/mL)
dexmedetomidine-hydrochloride-eq-200mcg-base-2ml-eq-100mcg-base-ml-injectable|Dexmedetomidine Hydrochloride EQ 200MCG BASE/2mL (EQ 100MCG BASE/mL) Injectable|Dexmedetomidine Hydrochloride||Injectable|EQ 200MCG BASE/2mL (EQ 100MCG BASE/mL)
dexmedetomidine-hydrochloride-eq-200mcg-base-50ml-eq-4mcg-base-ml-injectable|Dexmedetomidine Hydrochloride EQ 200MCG BASE/50mL (EQ 4MCG BASE/mL) Injectable|Dexmedetomidine Hydrochloride||Injectable|EQ 200MCG BASE/50mL (EQ 4MCG BASE/mL)
dexmedetomidine-hydrochloride-eq-200mcg-base-50ml-eq-4mcg-base-ml-solution|Dexmedetomidine Hydrochloride EQ 200MCG BASE/50mL (EQ 4MCG BASE/mL) Solution|Dexmedetomidine Hydrochloride||Solution|EQ 200MCG BASE/50mL (EQ 4MCG BASE/mL)
dexmedetomidine-hydrochloride-eq-400mcg-base-100ml-eq-4mcg-base-ml-injectable|Dexmedetomidine Hydrochloride EQ 400MCG BASE/100mL (EQ 4MCG BASE/mL) Injectable|Dexmedetomidine Hydrochloride||Injectable|EQ 400MCG BASE/100mL (EQ 4MCG BASE/mL)
dexmedetomidine-hydrochloride-eq-400mcg-base-100ml-eq-4mcg-base-ml-solution|Dexmedetomidine Hydrochloride EQ 400MCG BASE/100mL (EQ 4MCG BASE/mL) Solution|Dexmedetomidine Hydrochloride||Solution|EQ 400MCG BASE/100mL (EQ 4MCG BASE/mL)
dexmedetomidine-hydrochloride-eq-400mcg-base-4ml-eq-100mcg-base-ml-solution|Dexmedetomidine Hydrochloride EQ 400MCG BASE/4mL (EQ 100MCG BASE/mL) Solution|Dexmedetomidine Hydrochloride||Solution|EQ 400MCG BASE/4mL (EQ 100MCG BASE/mL)
dexmedetomidine-hydrochloride-eq-80mcg-base-20ml-eq-4mcg-base-ml-injectable|Dexmedetomidine Hydrochloride EQ 80MCG BASE/20mL (EQ 4MCG BASE/mL) Injectable|Dexmedetomidine Hydrochloride||Injectable|EQ 80MCG BASE/20mL (EQ 4MCG BASE/mL)
dexmethylphenidate-hydrochloride-10mg-capsule-extended-release|Dexmethylphenidate Hydrochloride 10mg Capsule, Extended Release|Dexmethylphenidate Hydrochloride||Capsule, Extended Release|10mg
dexmethylphenidate-hydrochloride-10mg-tablet|Dexmethylphenidate Hydrochloride 10mg Tablet|Dexmethylphenidate Hydrochloride||Tablet|10mg
dexmethylphenidate-hydrochloride-15mg-capsule-extended-release|Dexmethylphenidate Hydrochloride 15mg Capsule, Extended Release|Dexmethylphenidate Hydrochloride||Capsule, Extended Release|15mg
dexmethylphenidate-hydrochloride-2-5mg-tablet|Dexmethylphenidate Hydrochloride 2.5mg Tablet|Dexmethylphenidate Hydrochloride||Tablet|2.5mg
dexmethylphenidate-hydrochloride-20mg-capsule-extended-release|Dexmethylphenidate Hydrochloride 20mg Capsule, Extended Release|Dexmethylphenidate Hydrochloride||Capsule, Extended Release|20mg
dexmethylphenidate-hydrochloride-25mg-capsule-extended-release|Dexmethylphenidate Hydrochloride 25mg Capsule, Extended Release|Dexmethylphenidate Hydrochloride||Capsule, Extended Release|25mg
dexmethylphenidate-hydrochloride-30mg-capsule-extended-release|Dexmethylphenidate Hydrochloride 30mg Capsule, Extended Release|Dexmethylphenidate Hydrochloride||Capsule, Extended Release|30mg
dexmethylphenidate-hydrochloride-35mg-capsule-extended-release|Dexmethylphenidate Hydrochloride 35mg Capsule, Extended Release|Dexmethylphenidate Hydrochloride||Capsule, Extended Release|35mg
dexmethylphenidate-hydrochloride-40mg-capsule-extended-release|Dexmethylphenidate Hydrochloride 40mg Capsule, Extended Release|Dexmethylphenidate Hydrochloride||Capsule, Extended Release|40mg
dexmethylphenidate-hydrochloride-5mg-capsule-extended-release|Dexmethylphenidate Hydrochloride 5mg Capsule, Extended Release|Dexmethylphenidate Hydrochloride||Capsule, Extended Release|5mg
dexmethylphenidate-hydrochloride-5mg-tablet|Dexmethylphenidate Hydrochloride 5mg Tablet|Dexmethylphenidate Hydrochloride||Tablet|5mg
dexone-0-5-0-5mg-tablet|Dexone 0.5 0.5mg Tablet|Dexamethasone|Dexone 0.5|Tablet|0.5mg
dexone-0-75-0-75mg-tablet|Dexone 0.75 0.75mg Tablet|Dexamethasone|Dexone 0.75|Tablet|0.75mg
dexone-1-5-1-5mg-tablet|Dexone 1.5 1.5mg Tablet|Dexamethasone|Dexone 1.5|Tablet|1.5mg
dexone-4-4mg-tablet|Dexone 4 4mg Tablet|Dexamethasone|Dexone 4|Tablet|4mg
dexrazoxane-hydrochloride-eq-250mg-base-vial-injectable|Dexrazoxane Hydrochloride EQ 250mg BASE/VIAL Injectable|Dexrazoxane Hydrochloride||Injectable|EQ 250mg BASE/VIAL
dexrazoxane-hydrochloride-eq-500mg-base-vial-injectable|Dexrazoxane Hydrochloride EQ 500mg BASE/VIAL Injectable|Dexrazoxane Hydrochloride||Injectable|EQ 500mg BASE/VIAL
dextenza-0-4mg-insert|Dextenza 0.4mg Insert|Dexamethasone|Dextenza|Insert|0.4mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-1-25mg-1-25|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate 1.25mg / 1.25mg / 1.25mg / 1.25mg Capsule, Extended Release|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate|Capsule, Extended Release|1.25mg / 1.25mg / 1.25mg / 1.25mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-1-25mg-1-25-2|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate 1.25mg / 1.25mg / 1.25mg / 1.25mg Tablet|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate|Tablet|1.25mg / 1.25mg / 1.25mg / 1.25mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-1-875mg-1-8|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate 1.875mg / 1.875mg / 1.875mg / 1.875mg Tablet|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate|Tablet|1.875mg / 1.875mg / 1.875mg / 1.875mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-12-5mg-12-5|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate 12.5mg / 12.5mg / 12.5mg / 12.5mg Capsule, Extended Release|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate|Capsule, Extended Release|12.5mg / 12.5mg / 12.5mg / 12.5mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-2-5mg-2-5mg|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate 2.5mg / 2.5mg / 2.5mg / 2.5mg Capsule, Extended Release|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate|Capsule, Extended Release|2.5mg / 2.5mg / 2.5mg / 2.5mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-2-5mg-2-5mg-2|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate 2.5mg / 2.5mg / 2.5mg / 2.5mg Tablet|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate|Tablet|2.5mg / 2.5mg / 2.5mg / 2.5mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-3-125mg-3-1|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate 3.125mg / 3.125mg / 3.125mg / 3.125mg Capsule, Extended Release|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate|Capsule, Extended Release|3.125mg / 3.125mg / 3.125mg / 3.125mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-3-125mg-3-1-2|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate 3.125mg / 3.125mg / 3.125mg / 3.125mg Tablet|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate|Tablet|3.125mg / 3.125mg / 3.125mg / 3.125mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-3-75mg-3-75|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate 3.75mg / 3.75mg / 3.75mg / 3.75mg Capsule, Extended Release|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate|Capsule, Extended Release|3.75mg / 3.75mg / 3.75mg / 3.75mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-3-75mg-3-75-2|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate 3.75mg / 3.75mg / 3.75mg / 3.75mg Tablet|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate|Tablet|3.75mg / 3.75mg / 3.75mg / 3.75mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-5mg-5mg-5mg|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate 5mg / 5mg / 5mg / 5mg Capsule, Extended Release|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate|Capsule, Extended Release|5mg / 5mg / 5mg / 5mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-5mg-5mg-5mg-2|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate 5mg / 5mg / 5mg / 5mg Tablet|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate|Tablet|5mg / 5mg / 5mg / 5mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-6-25mg-6-25|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate 6.25mg / 6.25mg / 6.25mg / 6.25mg Capsule, Extended Release|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate|Capsule, Extended Release|6.25mg / 6.25mg / 6.25mg / 6.25mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-7-5mg-7-5mg|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate 7.5mg / 7.5mg / 7.5mg / 7.5mg Capsule, Extended Release|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate|Capsule, Extended Release|7.5mg / 7.5mg / 7.5mg / 7.5mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-7-5mg-7-5mg-2|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate 7.5mg / 7.5mg / 7.5mg / 7.5mg Tablet|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate|Tablet|7.5mg / 7.5mg / 7.5mg / 7.5mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-9-375mg-9-3|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate 9.375mg / 9.375mg / 9.375mg / 9.375mg Capsule, Extended Release|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate and Amp Sulfate|Capsule, Extended Release|9.375mg / 9.375mg / 9.375mg / 9.375mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-1-25mg-1-25-3|Dextroamp Saccharate,amp Aspartate,dextroamp Sulfate and Amp Sulfate 1.25mg / 1.25mg / 1.25mg / 1.25mg Capsule, Extended Release|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate,amp Aspartate,dextroamp Sulfate and Amp Sulfate|Capsule, Extended Release|1.25mg / 1.25mg / 1.25mg / 1.25mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-2-5mg-2-5mg-3|Dextroamp Saccharate,amp Aspartate,dextroamp Sulfate and Amp Sulfate 2.5mg / 2.5mg / 2.5mg / 2.5mg Capsule, Extended Release|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate,amp Aspartate,dextroamp Sulfate and Amp Sulfate|Capsule, Extended Release|2.5mg / 2.5mg / 2.5mg / 2.5mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-3-75mg-3-75-3|Dextroamp Saccharate,amp Aspartate,dextroamp Sulfate and Amp Sulfate 3.75mg / 3.75mg / 3.75mg / 3.75mg Capsule, Extended Release|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate,amp Aspartate,dextroamp Sulfate and Amp Sulfate|Capsule, Extended Release|3.75mg / 3.75mg / 3.75mg / 3.75mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-5mg-5mg-5mg-3|Dextroamp Saccharate,amp Aspartate,dextroamp Sulfate and Amp Sulfate 5mg / 5mg / 5mg / 5mg Capsule, Extended Release|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate,amp Aspartate,dextroamp Sulfate and Amp Sulfate|Capsule, Extended Release|5mg / 5mg / 5mg / 5mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-6-25mg-6-25-2|Dextroamp Saccharate,amp Aspartate,dextroamp Sulfate and Amp Sulfate 6.25mg / 6.25mg / 6.25mg / 6.25mg Capsule, Extended Release|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate,amp Aspartate,dextroamp Sulfate and Amp Sulfate|Capsule, Extended Release|6.25mg / 6.25mg / 6.25mg / 6.25mg
dextroamp-saccharate-amp-aspartate-dextroamp-sulfate-and-amp-sulfate-7-5mg-7-5mg-3|Dextroamp Saccharate,amp Aspartate,dextroamp Sulfate and Amp Sulfate 7.5mg / 7.5mg / 7.5mg / 7.5mg Capsule, Extended Release|Amphetamine Aspartate / Amphetamine Sulfate / Dextroamphetamine Saccharate / Dextroamphetamine Sulfate|Dextroamp Saccharate,amp Aspartate,dextroamp Sulfate and Amp Sulfate|Capsule, Extended Release|7.5mg / 7.5mg / 7.5mg / 7.5mg
dextroamphetamine-sulfate-10mg-capsule-extended-release|Dextroamphetamine Sulfate 10mg Capsule, Extended Release|Dextroamphetamine Sulfate||Capsule, Extended Release|10mg
dextroamphetamine-sulfate-10mg-tablet|Dextroamphetamine Sulfate 10mg Tablet|Dextroamphetamine Sulfate||Tablet|10mg
dextroamphetamine-sulfate-15mg-federal-register-determination-that-product-was-n|Dextroamphetamine Sulfate 15mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet|Dextroamphetamine Sulfate||Tablet|15mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
dextroamphetamine-sulfate-15mg-capsule-extended-release|Dextroamphetamine Sulfate 15mg Capsule, Extended Release|Dextroamphetamine Sulfate||Capsule, Extended Release|15mg
